trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_distance_traveled
1759802,15:47:00,15:48:00,M10-1,13,SF / Daly City,,,208767.9
1759802,15:54:00,15:55:00,M16-1,14,SF / Daly City,,,239639.3
1759802,15:56:00,15:56:00,M20-1,15,SF / Daly City,,,241385.8
1759802,15:58:00,15:58:00,M30-1,16,SF / Daly City,,,243749.0
1759802,15:59:00,16:00:00,M40-1,17,SF / Daly City,,,246588.2
1759802,16:02:00,16:02:00,M50-1,18,SF / Daly City,,,252478.7
1759802,16:04:00,16:04:00,M60-1,19,SF / Daly City,,,257197.9
1759802,16:06:00,16:07:00,M70-1,20,SF / Daly City,,,265900.2
1759802,16:09:00,16:09:00,M80-1,21,SF / Daly City,,,272056.1
1759802,16:13:00,16:13:00,M90-1,22,SF / Daly City,,,281285.1
1759803,15:11:00,15:11:00,S50-1,0,,,,0.0
1759803,15:15:00,15:15:00,S40-2,1,,,,16163.3
1759803,15:23:00,15:23:00,S20-2,2,,,,52503.5
1759803,15:29:00,15:29:00,A90-2,3,,,,76989.1
1759803,15:33:00,15:33:00,A80-2,4,,,,93925.0
1759803,15:38:00,15:38:00,A70-2,6,,,,113731.9
1759803,15:42:00,15:42:00,A60-2,7,,,,129278.8
1759803,15:46:00,15:46:00,A50-2,8,,,,144408.6
1759803,15:50:00,15:50:00,A40-2,9,,,,157893.7
1759803,15:54:00,15:54:00,A30-2,10,SF / Daly City,,,173557.9
1759803,15:57:00,15:58:00,A20-2,11,SF / Daly City,,,184665.9
1759803,16:02:00,16:02:00,A10-2,12,SF / Daly City,,,199150.3
1759803,16:07:00,16:08:00,M10-1,13,SF / Daly City,,,208767.9
1759803,16:14:00,16:15:00,M16-1,14,SF / Daly City,,,239639.3
1759803,16:16:00,16:16:00,M20-1,15,SF / Daly City,,,241385.8
1759803,16:18:00,16:18:00,M30-1,16,SF / Daly City,,,243749.0
1759803,16:19:00,16:20:00,M40-1,17,SF / Daly City,,,246588.2
1759803,16:22:00,16:22:00,M50-1,18,SF / Daly City,,,252478.7
1759803,16:24:00,16:24:00,M60-1,19,SF / Daly City,,,257197.9
1759803,16:26:00,16:27:00,M70-1,20,SF / Daly City,,,265900.2
1759803,16:29:00,16:29:00,M80-1,21,SF / Daly City,,,272056.1
1759803,16:33:00,16:33:00,M90-1,22,SF / Daly City,,,281285.1
1759804,15:31:00,15:31:00,S50-1,0,,,,0.0
1759804,15:35:00,15:35:00,S40-2,1,,,,16163.3
1759804,15:43:00,15:43:00,S20-2,2,,,,52503.5
1759804,15:49:00,15:49:00,A90-2,3,,,,76989.1
1759804,15:53:00,15:53:00,A80-2,4,,,,93925.0
1759804,15:58:00,15:58:00,A70-2,6,,,,113731.9
1759804,16:02:00,16:02:00,A60-2,7,,,,129278.8
1759804,16:06:00,16:06:00,A50-2,8,,,,144408.6
1759804,16:10:00,16:10:00,A40-2,9,,,,157893.7
1759804,16:14:00,16:14:00,A30-2,10,SF / Daly City,,,173557.9
1759804,16:17:00,16:18:00,A20-2,11,SF / Daly City,,,184665.9
1759804,16:22:00,16:22:00,A10-2,12,SF / Daly City,,,199150.3
1759804,16:27:00,16:28:00,M10-1,13,SF / Daly City,,,208767.9
1759804,16:34:00,16:35:00,M16-1,14,SF / Daly City,,,239639.3
1759804,16:36:00,16:36:00,M20-1,15,SF / Daly City,,,241385.8
1759804,16:38:00,16:38:00,M30-1,16,SF / Daly City,,,243749.0
1759804,16:39:00,16:40:00,M40-1,17,SF / Daly City,,,246588.2
1759804,16:42:00,16:42:00,M50-1,18,SF / Daly City,,,252478.7
1759804,16:44:00,16:44:00,M60-1,19,SF / Daly City,,,257197.9
1759804,16:46:00,16:47:00,M70-1,20,SF / Daly City,,,265900.2
1759804,16:49:00,16:49:00,M80-1,21,SF / Daly City,,,272056.1
1759804,16:53:00,16:53:00,M90-1,22,SF / Daly City,,,281285.1
1759805,15:51:00,15:51:00,S50-1,0,,,,0.0
1759805,15:55:00,15:55:00,S40-2,1,,,,16163.3
1759805,16:03:00,16:03:00,S20-2,2,,,,52503.5
1759805,16:09:00,16:09:00,A90-2,3,,,,76989.1
1759805,16:13:00,16:13:00,A80-2,4,,,,93925.0
1759805,16:18:00,16:18:00,A70-2,6,,,,113731.9
1759805,16:22:00,16:22:00,A60-2,7,,,,129278.8
1759805,16:26:00,16:26:00,A50-2,8,,,,144408.6
1759805,16:30:00,16:30:00,A40-2,9,,,,157893.7
1759805,16:34:00,16:34:00,A30-2,10,SF / Daly City,,,173557.9
1759805,16:37:00,16:38:00,A20-2,11,SF / Daly City,,,184665.9
1759805,16:42:00,16:42:00,A10-2,12,SF / Daly City,,,199150.3
1759805,16:47:00,16:48:00,M10-1,13,SF / Daly City,,,208767.9
1759805,16:54:00,16:55:00,M16-1,14,SF / Daly City,,,239639.3
1759805,16:56:00,16:56:00,M20-1,15,SF / Daly City,,,241385.8
1759805,16:58:00,16:58:00,M30-1,16,SF / Daly City,,,243749.0
1759805,16:59:00,17:00:00,M40-1,17,SF / Daly City,,,246588.2
1759805,17:02:00,17:02:00,M50-1,18,SF / Daly City,,,252478.7
1759805,17:04:00,17:04:00,M60-1,19,SF / Daly City,,,257197.9
1759805,17:06:00,17:07:00,M70-1,20,SF / Daly City,,,265900.2
1759805,17:09:00,17:09:00,M80-1,21,SF / Daly City,,,272056.1
1759805,17:13:00,17:13:00,M90-1,22,SF / Daly City,,,281285.1
1759806,16:11:00,16:11:00,S50-1,0,,,,0.0
1759806,16:15:00,16:15:00,S40-2,1,,,,16163.3
1759806,16:23:00,16:23:00,S20-2,2,,,,52503.5
1759806,16:29:00,16:29:00,A90-2,3,,,,76989.1
1759806,16:33:00,16:33:00,A80-2,4,,,,93925.0
1759806,16:38:00,16:38:00,A70-2,6,,,,113731.9
1759806,16:42:00,16:42:00,A60-2,7,,,,129278.8
1759806,16:46:00,16:46:00,A50-2,8,,,,144408.6
1759806,16:50:00,16:50:00,A40-2,9,,,,157893.7
1759806,16:54:00,16:54:00,A30-2,10,SF / Daly City,,,173557.9
1759806,16:57:00,16:58:00,A20-2,11,SF / Daly City,,,184665.9
1759806,17:02:00,17:02:00,A10-2,12,SF / Daly City,,,199150.3
1759806,17:07:00,17:08:00,M10-1,13,SF / Daly City,,,208767.9
1759806,17:14:00,17:15:00,M16-1,14,SF / Daly City,,,239639.3
1759806,17:16:00,17:16:00,M20-1,15,SF / Daly City,,,241385.8
1759806,17:18:00,17:18:00,M30-1,16,SF / Daly City,,,243749.0
1759806,17:19:00,17:20:00,M40-1,17,SF / Daly City,,,246588.2
1759806,17:22:00,17:22:00,M50-1,18,SF / Daly City,,,252478.7
1759806,17:24:00,17:24:00,M60-1,19,SF / Daly City,,,257197.9
1759806,17:26:00,17:27:00,M70-1,20,SF / Daly City,,,265900.2
1759806,17:29:00,17:29:00,M80-1,21,SF / Daly City,,,272056.1
1759806,17:33:00,17:33:00,M90-1,22,SF / Daly City,,,281285.1
1759807,16:31:00,16:31:00,S50-1,0,,,,0.0
1759807,16:35:00,16:35:00,S40-2,1,,,,16163.3
1759807,16:43:00,16:43:00,S20-2,2,,,,52503.5
1759807,16:49:00,16:49:00,A90-2,3,,,,76989.1
1759807,16:53:00,16:53:00,A80-2,4,,,,93925.0
1759807,16:58:00,16:58:00,A70-2,6,,,,113731.9
1759807,17:02:00,17:02:00,A60-2,7,,,,129278.8
1759807,17:06:00,17:06:00,A50-2,8,,,,144408.6
1759807,17:10:00,17:10:00,A40-2,9,,,,157893.7
1759807,17:14:00,17:14:00,A30-2,10,SF / Daly City,,,173557.9
1759807,17:17:00,17:18:00,A20-2,11,SF / Daly City,,,184665.9
1759807,17:22:00,17:22:00,A10-2,12,SF / Daly City,,,199150.3
1759807,17:27:00,17:28:00,M10-1,13,SF / Daly City,,,208767.9
1759807,17:34:00,17:35:00,M16-1,14,SF / Daly City,,,239639.3
1759807,17:36:00,17:36:00,M20-1,15,SF / Daly City,,,241385.8
1759807,17:38:00,17:38:00,M30-1,16,SF / Daly City,,,243749.0
1759807,17:39:00,17:40:00,M40-1,17,SF / Daly City,,,246588.2
1759807,17:42:00,17:42:00,M50-1,18,SF / Daly City,,,252478.7
1759807,17:44:00,17:44:00,M60-1,19,SF / Daly City,,,257197.9
1759807,17:46:00,17:47:00,M70-1,20,SF / Daly City,,,265900.2
1759807,17:49:00,17:49:00,M80-1,21,SF / Daly City,,,272056.1
1759807,17:53:00,17:53:00,M90-1,22,SF / Daly City,,,281285.1
1759808,16:51:00,16:51:00,S50-1,0,,,,0.0
1759808,16:55:00,16:55:00,S40-2,1,,,,16163.3
1759808,17:03:00,17:03:00,S20-2,2,,,,52503.5
1759808,17:09:00,17:09:00,A90-2,3,,,,76989.1
1759808,17:13:00,17:13:00,A80-2,4,,,,93925.0
1759808,17:18:00,17:18:00,A70-2,6,,,,113731.9
1759808,17:22:00,17:22:00,A60-2,7,,,,129278.8
1759808,17:26:00,17:26:00,A50-2,8,,,,144408.6
1759808,17:30:00,17:30:00,A40-2,9,,,,157893.7
1759808,17:34:00,17:34:00,A30-2,10,SF / Daly City,,,173557.9
1759808,17:37:00,17:38:00,A20-2,11,SF / Daly City,,,184665.9
1759808,17:42:00,17:42:00,A10-2,12,SF / Daly City,,,199150.3
1759808,17:47:00,17:48:00,M10-1,13,SF / Daly City,,,208767.9
1759808,17:54:00,17:55:00,M16-1,14,SF / Daly City,,,239639.3
1759808,17:56:00,17:56:00,M20-1,15,SF / Daly City,,,241385.8
1759808,17:58:00,17:58:00,M30-1,16,SF / Daly City,,,243749.0
1759808,17:59:00,18:00:00,M40-1,17,SF / Daly City,,,246588.2
1759808,18:02:00,18:02:00,M50-1,18,SF / Daly City,,,252478.7
1759808,18:04:00,18:04:00,M60-1,19,SF / Daly City,,,257197.9
1759808,18:06:00,18:07:00,M70-1,20,SF / Daly City,,,265900.2
1759808,18:09:00,18:09:00,M80-1,21,SF / Daly City,,,272056.1
1759808,18:13:00,18:13:00,M90-1,22,SF / Daly City,,,281285.1
1759809,17:11:00,17:11:00,S50-1,0,,,,0.0
1759809,17:15:00,17:15:00,S40-2,1,,,,16163.3
1759809,17:23:00,17:23:00,S20-2,2,,,,52503.5
1759809,17:29:00,17:29:00,A90-2,3,,,,76989.1
1759809,17:33:00,17:33:00,A80-2,4,,,,93925.0
1759809,17:38:00,17:38:00,A70-2,6,,,,113731.9
1759809,17:42:00,17:42:00,A60-2,7,,,,129278.8
1759809,17:46:00,17:46:00,A50-2,8,,,,144408.6
1759809,17:50:00,17:50:00,A40-2,9,,,,157893.7
1759809,17:54:00,17:54:00,A30-2,10,SF / Daly City,,,173557.9
1759809,17:57:00,17:58:00,A20-2,11,SF / Daly City,,,184665.9
1759809,18:02:00,18:02:00,A10-2,12,SF / Daly City,,,199150.3
1759809,18:07:00,18:08:00,M10-1,13,SF / Daly City,,,208767.9
1759809,18:14:00,18:15:00,M16-1,14,SF / Daly City,,,239639.3
1759809,18:16:00,18:16:00,M20-1,15,SF / Daly City,,,241385.8
1759809,18:18:00,18:18:00,M30-1,16,SF / Daly City,,,243749.0
1759809,18:19:00,18:20:00,M40-1,17,SF / Daly City,,,246588.2
1759809,18:22:00,18:22:00,M50-1,18,SF / Daly City,,,252478.7
1759809,18:24:00,18:24:00,M60-1,19,SF / Daly City,,,257197.9
1759809,18:26:00,18:27:00,M70-1,20,SF / Daly City,,,265900.2
1759809,18:29:00,18:29:00,M80-1,21,SF / Daly City,,,272056.1
1759809,18:33:00,18:33:00,M90-1,22,SF / Daly City,,,281285.1
1759810,17:31:00,17:31:00,S50-1,0,,,,0.0
1759810,17:35:00,17:35:00,S40-2,1,,,,16163.3
1759810,17:43:00,17:43:00,S20-2,2,,,,52503.5
1759810,17:49:00,17:49:00,A90-2,3,,,,76989.1
1759810,17:53:00,17:53:00,A80-2,4,,,,93925.0
1759810,17:58:00,17:58:00,A70-2,6,,,,113731.9
1759810,18:02:00,18:02:00,A60-2,7,,,,129278.8
1759810,18:06:00,18:06:00,A50-2,8,,,,144408.6
1759810,18:10:00,18:10:00,A40-2,9,,,,157893.7
1759810,18:14:00,18:14:00,A30-2,10,SF / Daly City,,,173557.9
1759810,18:17:00,18:18:00,A20-2,11,SF / Daly City,,,184665.9
1759810,18:22:00,18:22:00,A10-2,12,SF / Daly City,,,199150.3
1759810,18:27:00,18:28:00,M10-1,13,SF / Daly City,,,208767.9
1759810,18:34:00,18:35:00,M16-1,14,SF / Daly City,,,239639.3
1759810,18:36:00,18:36:00,M20-1,15,SF / Daly City,,,241385.8
1759810,18:38:00,18:38:00,M30-1,16,SF / Daly City,,,243749.0
1759810,18:39:00,18:40:00,M40-1,17,SF / Daly City,,,246588.2
1759810,18:42:00,18:42:00,M50-1,18,SF / Daly City,,,252478.7
1759810,18:44:00,18:44:00,M60-1,19,SF / Daly City,,,257197.9
1759810,18:46:00,18:47:00,M70-1,20,SF / Daly City,,,265900.2
1759810,18:49:00,18:49:00,M80-1,21,SF / Daly City,,,272056.1
1759810,18:53:00,18:53:00,M90-1,22,SF / Daly City,,,281285.1
1759811,17:51:00,17:51:00,S50-1,0,,,,0.0
1759811,17:55:00,17:55:00,S40-2,1,,,,16163.3
1759811,18:03:00,18:03:00,S20-2,2,,,,52503.5
1759811,18:09:00,18:09:00,A90-2,3,,,,76989.1
1759811,18:13:00,18:13:00,A80-2,4,,,,93925.0
1759811,18:18:00,18:18:00,A70-2,6,,,,113731.9
1759811,18:22:00,18:22:00,A60-2,7,,,,129278.8
1759811,18:26:00,18:26:00,A50-2,8,,,,144408.6
1759811,18:30:00,18:30:00,A40-2,9,,,,157893.7
1759811,18:34:00,18:34:00,A30-2,10,SF / Daly City,,,173557.9
1759811,18:37:00,18:38:00,A20-2,11,SF / Daly City,,,184665.9
1759811,18:42:00,18:42:00,A10-2,12,SF / Daly City,,,199150.3
1759811,18:47:00,18:48:00,M10-1,13,SF / Daly City,,,208767.9
1759811,18:54:00,18:55:00,M16-1,14,SF / Daly City,,,239639.3
1759811,18:56:00,18:56:00,M20-1,15,SF / Daly City,,,241385.8
1759811,18:58:00,18:58:00,M30-1,16,SF / Daly City,,,243749.0
1759811,18:59:00,19:00:00,M40-1,17,SF / Daly City,,,246588.2
1759811,19:02:00,19:02:00,M50-1,18,SF / Daly City,,,252478.7
1759811,19:04:00,19:04:00,M60-1,19,SF / Daly City,,,257197.9
1759811,19:06:00,19:07:00,M70-1,20,SF / Daly City,,,265900.2
1759811,19:09:00,19:09:00,M80-1,21,SF / Daly City,,,272056.1
1759811,19:13:00,19:13:00,M90-1,22,SF / Daly City,,,281285.1
1759812,18:11:00,18:11:00,S50-1,0,,,,0.0
1759812,18:15:00,18:15:00,S40-2,1,,,,16163.3
1759812,18:23:00,18:23:00,S20-2,2,,,,52503.5
1759812,18:29:00,18:29:00,A90-2,3,,,,76989.1
1759812,18:33:00,18:33:00,A80-2,4,,,,93925.0
1759812,18:38:00,18:38:00,A70-2,6,,,,113731.9
1759812,18:42:00,18:42:00,A60-2,7,,,,129278.8
1759812,18:46:00,18:46:00,A50-2,8,,,,144408.6
1759812,18:50:00,18:50:00,A40-2,9,,,,157893.7
1759812,18:54:00,18:54:00,A30-2,10,SF / Daly City,,,173557.9
1759812,18:57:00,18:58:00,A20-2,11,SF / Daly City,,,184665.9
1759812,19:02:00,19:02:00,A10-2,12,SF / Daly City,,,199150.3
1759812,19:07:00,19:08:00,M10-1,13,SF / Daly City,,,208767.9
1759812,19:14:00,19:15:00,M16-1,14,SF / Daly City,,,239639.3
1759812,19:16:00,19:16:00,M20-1,15,SF / Daly City,,,241385.8
1759812,19:18:00,19:18:00,M30-1,16,SF / Daly City,,,243749.0
1759812,19:19:00,19:20:00,M40-1,17,SF / Daly City,,,246588.2
1759812,19:22:00,19:22:00,M50-1,18,SF / Daly City,,,252478.7
1759812,19:24:00,19:24:00,M60-1,19,SF / Daly City,,,257197.9
1759812,19:26:00,19:27:00,M70-1,20,SF / Daly City,,,265900.2
1759812,19:29:00,19:29:00,M80-1,21,SF / Daly City,,,272056.1
1759812,19:33:00,19:33:00,M90-3,22,SF / Daly City,,,281062.2
1759813,18:31:00,18:31:00,S50-1,0,,,,0.0
1759813,18:35:00,18:35:00,S40-2,1,,,,16163.3
1759813,18:43:00,18:43:00,S20-2,2,,,,52503.5
1759813,18:49:00,18:49:00,A90-2,3,,,,76989.1
1759813,18:53:00,18:53:00,A80-2,4,,,,93925.0
1759813,18:58:00,18:58:00,A70-2,6,,,,113731.9
1759813,19:02:00,19:02:00,A60-2,7,,,,129278.8
1759813,19:06:00,19:06:00,A50-2,8,,,,144408.6
1759813,19:10:00,19:10:00,A40-2,9,,,,157893.7
1759813,19:14:00,19:14:00,A30-2,10,SF / Daly City,,,173557.9
1759813,19:17:00,19:18:00,A20-2,11,SF / Daly City,,,184665.9
1759813,19:22:00,19:22:00,A10-2,12,SF / Daly City,,,199150.3
1759813,19:27:00,19:28:00,M10-1,13,SF / Daly City,,,208767.9
1759813,19:34:00,19:35:00,M16-1,14,SF / Daly City,,,239639.3
1759813,19:36:00,19:36:00,M20-1,15,SF / Daly City,,,241385.8
1759813,19:38:00,19:38:00,M30-1,16,SF / Daly City,,,243749.0
1759813,19:39:00,19:40:00,M40-1,17,SF / Daly City,,,246588.2
1759813,19:42:00,19:42:00,M50-1,18,SF / Daly City,,,252478.7
1759813,19:44:00,19:44:00,M60-1,19,SF / Daly City,,,257197.9
1759813,19:46:00,19:47:00,M70-1,20,SF / Daly City,,,265900.2
1759813,19:49:00,19:49:00,M80-1,21,SF / Daly City,,,272056.1
1759813,19:53:00,19:53:00,M90-3,22,SF / Daly City,,,281062.2
1759814,18:51:00,18:51:00,S50-1,0,,,,0.0
1759814,18:55:00,18:55:00,S40-2,1,,,,16163.3
1759814,19:03:00,19:03:00,S20-2,2,,,,52503.5
1759814,19:09:00,19:09:00,A90-2,3,,,,76989.1
1759814,19:13:00,19:13:00,A80-2,4,,,,93925.0
1759814,19:18:00,19:18:00,A70-2,6,,,,113731.9
1759814,19:22:00,19:22:00,A60-2,7,,,,129278.8
1759814,19:26:00,19:26:00,A50-2,8,,,,144408.6
1759814,19:30:00,19:30:00,A40-2,9,,,,157893.7
1759814,19:34:00,19:34:00,A30-2,10,SF / Daly City,,,173557.9
1759814,19:37:00,19:38:00,A20-2,11,SF / Daly City,,,184665.9
1759814,19:42:00,19:42:00,A10-2,12,SF / Daly City,,,199150.3
1759814,19:47:00,19:48:00,M10-1,13,SF / Daly City,,,208767.9
1759814,19:54:00,19:55:00,M16-1,14,SF / Daly City,,,239639.3
1759814,19:56:00,19:56:00,M20-1,15,SF / Daly City,,,241385.8
1759814,19:58:00,19:58:00,M30-1,16,SF / Daly City,,,243749.0
1759814,19:59:00,20:00:00,M40-1,17,SF / Daly City,,,246588.2
1759814,20:02:00,20:02:00,M50-1,18,SF / Daly City,,,252478.7
1759814,20:04:00,20:04:00,M60-1,19,SF / Daly City,,,257197.9
1759814,20:06:00,20:07:00,M70-1,20,SF / Daly City,,,265900.2
1759814,20:09:00,20:09:00,M80-1,21,SF / Daly City,,,272056.1
1759814,20:13:00,20:13:00,M90-3,22,SF / Daly City,,,281062.2
1759825,08:11:00,08:11:00,M90-2,0,,,,0.0
1759825,08:14:00,08:14:00,M80-2,1,,,,9283.2
1759825,08:16:00,08:17:00,M70-2,2,,,,15416.3
1759825,08:19:00,08:19:00,M60-2,3,,,,24162.8
1759825,08:21:00,08:22:00,M50-2,4,,,,28860.9
1759825,08:24:00,08:24:00,M40-2,5,,,,34751.1
1759825,08:25:00,08:26:00,M30-2,6,,,,37569.9
1759825,08:27:00,08:27:00,M20-2,7,,,,39947.0
1759825,08:28:00,08:29:00,M16-2,8,OAK Airport / Berryessa,,,41700.0
1759825,08:36:00,08:36:00,M10-2,9,OAK Airport / Berryessa,,,72574.5
1759825,08:41:00,08:42:00,A10-1,10,OAK Airport / Berryessa,,,82145.6
1759825,08:46:00,08:46:00,A20-1,11,OAK Airport / Berryessa,,,96626.9
1759825,08:49:00,08:49:00,A30-1,12,Berryessa,,,107732.6
1759825,08:53:00,08:53:00,A40-1,13,Berryessa,,,123393.5
1759825,08:57:00,08:57:00,A50-1,14,Berryessa,,,136882.8
1759825,09:01:00,09:01:00,A60-1,15,Berryessa,,,152011.9
1759825,09:05:00,09:06:00,A70-1,16,Berryessa,,,167554.6
1759825,09:11:00,09:11:00,A80-1,18,Berryessa,,,187365.2
1759825,09:15:00,09:15:00,A90-1,19,Berryessa,,,204302.8
1759825,09:21:00,09:22:00,S20-1,20,Berryessa,,,228782.1
1759825,09:29:00,09:29:00,S40-1,21,Berryessa,,,265122.7
1759825,09:34:00,09:34:00,S50-1,22,Berryessa,,,281108.1
1759826,08:31:00,08:31:00,M90-2,0,,,,0.0
1759826,08:34:00,08:34:00,M80-2,1,,,,9283.2
1759826,08:36:00,08:37:00,M70-2,2,,,,15416.3
1759826,08:39:00,08:39:00,M60-2,3,,,,24162.8
1759826,08:41:00,08:42:00,M50-2,4,,,,28860.9
1759826,08:44:00,08:44:00,M40-2,5,,,,34751.1
1759826,08:45:00,08:46:00,M30-2,6,,,,37569.9
1759826,08:47:00,08:47:00,M20-2,7,,,,39947.0
1759826,08:48:00,08:49:00,M16-2,8,OAK Airport / Berryessa,,,41700.0
1759826,08:56:00,08:56:00,M10-2,9,OAK Airport / Berryessa,,,72574.5
1759826,09:01:00,09:02:00,A10-1,10,OAK Airport / Berryessa,,,82145.6
1759826,09:06:00,09:06:00,A20-1,11,OAK Airport / Berryessa,,,96626.9
1759826,09:09:00,09:09:00,A30-1,12,Berryessa,,,107732.6
1759826,09:13:00,09:13:00,A40-1,13,Berryessa,,,123393.5
1759826,09:17:00,09:17:00,A50-1,14,Berryessa,,,136882.8
1759826,09:21:00,09:21:00,A60-1,15,Berryessa,,,152011.9
1759826,09:25:00,09:26:00,A70-1,16,Berryessa,,,167554.6
1759826,09:31:00,09:31:00,A80-1,18,Berryessa,,,187365.2
1759826,09:35:00,09:35:00,A90-1,19,Berryessa,,,204302.8
1759826,09:41:00,09:42:00,S20-1,20,Berryessa,,,228782.1
1759826,09:49:00,09:49:00,S40-1,21,Berryessa,,,265122.7
1759826,09:54:00,09:54:00,S50-1,22,Berryessa,,,281108.1
1759828,09:11:00,09:11:00,M90-2,0,,,,0.0
1759828,09:14:00,09:14:00,M80-2,1,,,,9283.2
1759828,09:16:00,09:17:00,M70-2,2,,,,15416.3
1759828,09:19:00,09:19:00,M60-2,3,,,,24162.8
1759828,09:21:00,09:22:00,M50-2,4,,,,28860.9
1759828,09:24:00,09:24:00,M40-2,5,,,,34751.1
1759828,09:25:00,09:26:00,M30-2,6,,,,37569.9
1759828,09:27:00,09:27:00,M20-2,7,,,,39947.0
1759828,09:28:00,09:29:00,M16-2,8,OAK Airport / Berryessa,,,41700.0
1759828,09:36:00,09:36:00,M10-2,9,OAK Airport / Berryessa,,,72574.5
1759828,09:41:00,09:42:00,A10-1,10,OAK Airport / Berryessa,,,82145.6
1759828,09:46:00,09:46:00,A20-1,11,OAK Airport / Berryessa,,,96626.9
1759828,09:49:00,09:49:00,A30-1,12,Berryessa,,,107732.6
1759828,09:53:00,09:53:00,A40-1,13,Berryessa,,,123393.5
1759828,09:57:00,09:57:00,A50-1,14,Berryessa,,,136882.8
1759828,10:01:00,10:01:00,A60-1,15,Berryessa,,,152011.9
1759828,10:05:00,10:06:00,A70-1,16,Berryessa,,,167554.6
1759828,10:11:00,10:11:00,A80-1,18,Berryessa,,,187365.2
1759828,10:15:00,10:15:00,A90-1,19,Berryessa,,,204302.8
1759828,10:21:00,10:22:00,S20-1,20,Berryessa,,,228782.1
1759828,10:29:00,10:29:00,S40-1,21,Berryessa,,,265122.7
1759828,10:34:00,10:34:00,S50-1,22,Berryessa,,,281108.1
1759829,09:31:00,09:31:00,M90-2,0,,,,0.0
1759829,09:34:00,09:34:00,M80-2,1,,,,9283.2
1759829,09:36:00,09:37:00,M70-2,2,,,,15416.3
1759829,09:39:00,09:39:00,M60-2,3,,,,24162.8
1759829,09:41:00,09:42:00,M50-2,4,,,,28860.9
1759829,09:44:00,09:44:00,M40-2,5,,,,34751.1
1759829,09:45:00,09:46:00,M30-2,6,,,,37569.9
1759829,09:47:00,09:47:00,M20-2,7,,,,39947.0
1759829,09:48:00,09:49:00,M16-2,8,OAK Airport / Berryessa,,,41700.0
1759829,09:56:00,09:56:00,M10-2,9,OAK Airport / Berryessa,,,72574.5
1759829,10:01:00,10:02:00,A10-1,10,OAK Airport / Berryessa,,,82145.6
1759829,10:06:00,10:06:00,A20-1,11,OAK Airport / Berryessa,,,96626.9
1759829,10:09:00,10:09:00,A30-1,12,Berryessa,,,107732.6
1759829,10:13:00,10:13:00,A40-1,13,Berryessa,,,123393.5
1759829,10:17:00,10:17:00,A50-1,14,Berryessa,,,136882.8
1759829,10:21:00,10:21:00,A60-1,15,Berryessa,,,152011.9
1759829,10:25:00,10:26:00,A70-1,16,Berryessa,,,167554.6
1759829,10:31:00,10:31:00,A80-1,18,Berryessa,,,187365.2
1759829,10:35:00,10:35:00,A90-1,19,Berryessa,,,204302.8
1759829,10:41:00,10:42:00,S20-1,20,Berryessa,,,228782.1
1759829,10:49:00,10:49:00,S40-1,21,Berryessa,,,265122.7
1759829,10:54:00,10:54:00,S50-1,22,Berryessa,,,281108.1
1759830,09:51:00,09:51:00,M90-2,0,,,,0.0
1759830,09:54:00,09:54:00,M80-2,1,,,,9283.2
1759830,09:56:00,09:57:00,M70-2,2,,,,15416.3
1759830,09:59:00,09:59:00,M60-2,3,,,,24162.8
1759830,10:01:00,10:02:00,M50-2,4,,,,28860.9
1759830,10:04:00,10:04:00,M40-2,5,,,,34751.1
1759830,10:05:00,10:06:00,M30-2,6,,,,37569.9
1759830,10:07:00,10:07:00,M20-2,7,,,,39947.0
1759830,10:08:00,10:09:00,M16-2,8,OAK Airport / Berryessa,,,41700.0
1759830,10:16:00,10:16:00,M10-2,9,OAK Airport / Berryessa,,,72574.5
1759830,10:21:00,10:22:00,A10-1,10,OAK Airport / Berryessa,,,82145.6
1759830,10:26:00,10:26:00,A20-1,11,OAK Airport / Berryessa,,,96626.9
1759830,10:29:00,10:29:00,A30-1,12,Berryessa,,,107732.6
1759830,10:33:00,10:33:00,A40-1,13,Berryessa,,,123393.5
1759830,10:37:00,10:37:00,A50-1,14,Berryessa,,,136882.8
1759830,10:41:00,10:41:00,A60-1,15,Berryessa,,,152011.9
1759830,10:45:00,10:46:00,A70-1,16,Berryessa,,,167554.6
1759830,10:51:00,10:51:00,A80-1,18,Berryessa,,,187365.2
1759830,10:55:00,10:55:00,A90-1,19,Berryessa,,,204302.8
1759830,11:01:00,11:02:00,S20-1,20,Berryessa,,,228782.1
1759830,11:09:00,11:09:00,S40-1,21,Berryessa,,,265122.7
1759830,11:14:00,11:14:00,S50-1,22,Berryessa,,,281108.1
1759831,10:11:00,10:11:00,M90-2,0,,,,0.0
1759831,10:14:00,10:14:00,M80-2,1,,,,9283.2
1759831,10:16:00,10:17:00,M70-2,2,,,,15416.3
1759831,10:19:00,10:19:00,M60-2,3,,,,24162.8
1759831,10:21:00,10:22:00,M50-2,4,,,,28860.9
1759831,10:24:00,10:24:00,M40-2,5,,,,34751.1
1759831,10:25:00,10:26:00,M30-2,6,,,,37569.9
1759831,10:27:00,10:27:00,M20-2,7,,,,39947.0
1759831,10:28:00,10:29:00,M16-2,8,OAK Airport / Berryessa,,,41700.0
1759831,10:36:00,10:36:00,M10-2,9,OAK Airport / Berryessa,,,72574.5
1759831,10:41:00,10:42:00,A10-1,10,OAK Airport / Berryessa,,,82145.6
